Gamma,Risk,Return
700,0.08808772574430421,0.11723393005382525
701,0.08808654451491053,0.11711467612492554
702,0.08808559422905611,0.11699830886472758
703,0.08808446271385383,0.11688036530014004
704,0.08808320845378512,0.11676161161752326
705,0.08808208557537969,0.1166455815498042
706,0.08808090454837988,0.1165269792471622
707,0.08807980776059621,0.11640542769056364
708,0.08807852413804053,0.11628239602211832
709,0.08807730015948871,0.11616044348861983
710,0.08807601763707942,0.11603661088007511
711,0.0880749496258785,0.11591512079010273
712,0.08807359021279669,0.11579566110448687
713,0.08807261544594677,0.11567316975916656
714,0.08807105651407705,0.11555123488350398
715,0.08807033701921937,0.11543143334834674
716,0.08806890588752744,0.1153100215052405
717,0.08806783508790143,0.1151903479479592
718,0.08806652975149798,0.11507136424708256
719,0.08806563436841242,0.1149500727036625
720,0.08806455969450191,0.1148337372298106
721,0.0880634324488472,0.114714465677374
722,0.08806228077480968,0.1145958100785118
723,0.08806100143132622,0.11447887664046545
724,0.08805982339038307,0.11436173402477975
725,0.08805864821175503,0.11424205694119607
726,0.08805747245198511,0.11412799399571993
727,0.0880565515594197,0.11400990115914914
728,0.08805550438336335,0.11389184056284092
729,0.0880543037117705,0.1137748965082576
730,0.0880532788449908,0.11365776893574175
731,0.08805222907814089,0.11354292850302605
732,0.08805125451844718,0.11342677508442009
733,0.08805005354929302,0.11330832148790582
734,0.08804885507545872,0.1131954524832185
735,0.08804780758279171,0.11308027394391267
736,0.08804685910895742,0.11296775677998534
737,0.08804550656574137,0.11285064195194124
738,0.08804476166609594,0.11273708629794346
739,0.08804348409906823,0.11262398067594759
740,0.08804248583239013,0.11250803345711699
741,0.08804138625141905,0.11239817208430698
742,0.08804046406583801,0.11228304789897843
743,0.0880393421803526,0.11217318619434673
744,0.08803839201823963,0.1120603907369369
745,0.08803736734432913,0.11194713863043237
746,0.08803641777511075,0.11183610190646909
747,0.08803555047102123,0.11172373478696569
748,0.08803432351593743,0.11161244125677616
749,0.08803315053983027,0.11150133186876832
750,0.08803222528954022,0.11139156980738019
751,0.08803117541323587,0.11128284695819954
752,0.08803028061129219,0.11117354838255941
753,0.08802921409550074,0.11106114226045716
754,0.08802816034491188,0.11095518620492237
755,0.08802698627818298,0.11084533508212258
756,0.08802628970201161,0.11073662321104834
757,0.08802549848378148,0.11063030149403738
758,0.08802401654727642,0.11052141881757163
759,0.08802327444081841,0.1104131459102293
760,0.08802227815298994,0.11030718875241859
761,0.08802133354867778,0.11019777357916967
762,0.08802038338656482,0.11009238983552236
763,0.08801928471509898,0.1099853556752208
764,0.08801844558993524,0.1098797288158972
765,0.0880175224066719,0.10977145849983264
766,0.08801647016101719,0.10966578154987461
767,0.08801547426368943,0.1095594413834958
768,0.08801421633649244,0.10945485318243953
769,0.08801342543011063,0.10934817211976917
770,0.0880127852048005,0.10924214979281244
771,0.08801189151475595,0.10913725198968001
772,0.0880110017919353,0.10903309290442409
773,0.08800984535538543,0.1089294173163921
774,0.08800888012784724,0.10882408043371392
775,0.08800795466563867,0.10871973504076278
776,0.08800716106853353,0.1086173292121613
777,0.08800629197370125,0.10851267201810391
778,0.08800534189024067,0.10841132798981885
779,0.08800444499999291,0.10830717945575932
780,0.08800380906550774,0.10820346440065565
781,0.08800263061977684,0.10810407303130842
782,0.08800173851331883,0.10800259331666029
783,0.08800088816532702,0.10789929895343486
784,0.08800007145889442,0.1077997563927143
785,0.08799925245700155,0.10769917521056749
786,0.08799835616441073,0.10759874772691333
787,0.08799736116483552,0.10749840686024377
788,0.08799648929110283,0.10739763411314654
789,0.0879954151053948,0.10729440839903956
790,0.08799444481524865,0.10719711429849524
791,0.08799350271355297,0.10709680123819734
792,0.08799286208821747,0.10699711122851438
793,0.08799206630034417,0.10689609431583565
794,0.0879910730915117,0.10679917797735608
795,0.08799050500611447,0.10670098856547985
796,0.08798958073222937,0.10660387954728119
797,0.08798866541175179,0.1065070020926008
798,0.08798786931203018,0.10640547265196057
799,0.08798699902664635,0.10631172423651966
800,0.08798620323401074,0.10621276678042649
801,0.08798548952538746,0.10611522493226247
802,0.08798451694454337,0.10601892109571047
803,0.08798365190511205,0.10592272682791296
804,0.0879829086150929,0.10582874843895211
805,0.08798194150387258,0.10573224555256462
806,0.0879814033621042,0.10563373258640305
807,0.08798045638367938,0.10554003462509964
808,0.08797973659825074,0.1054473998058775
809,0.0879790442012218,0.10534928120105007
810,0.08797796993209903,0.10525343548047814
811,0.0879771763207069,0.10515823447250461
812,0.08797648730975996,0.10506471647085561
813,0.08797566769592315,0.10497256577311675
814,0.087975051084658,0.10487602269621332
815,0.08797425828760366,0.10478277102597214
816,0.08797341359035211,0.10468871691473122
817,0.08797244726742987,0.1045963203543971
818,0.08797185566092706,0.10450183840572538
819,0.08797091126377113,0.10440937001659607
820,0.08797022353155279,0.10431545815604548
821,0.08796965801090939,0.10422672623674945
822,0.08796876183253537,0.10413242613909032
823,0.08796784291405724,0.10404104201605499
824,0.08796712651947297,0.10394813202081891
825,0.08796630779862635,0.10385844771130552
826,0.08796556260364767,0.1037673226358203
827,0.08796471811831466,0.10367655638529513
828,0.08796415131418031,0.10358417911241939
829,0.08796343431241443,0.10349420498117631
830,0.08796264180116871,0.10340405191248232
831,0.0879619501946659,0.10331318809289067
832,0.08796126365077106,0.10322391054150311
833,0.08796047293725846,0.10313710067726492
834,0.08795978242613973,0.10304555407496188
835,0.08795898693359971,0.1029574233721748
836,0.08795822210831497,0.10286666755341764
837,0.08795775859732326,0.10277973844627117
838,0.08795701489775404,0.10268936346382244
839,0.08795637458426683,0.10260382172427385
840,0.08795560876129976,0.1025137658050849
841,0.08795491993845972,0.10242554302261482
842,0.08795410153422377,0.10233816036176113
843,0.08795333193467396,0.1022505915976449
844,0.08795261552580268,0.10216487245444106
845,0.08795169652390983,0.10207719617314326
846,0.08795105233613812,0.10198966420357794
847,0.08795028889680842,0.10190475559880488
848,0.08794964757611422,0.10181928268884496
849,0.08794903484865822,0.10173194464927256
850,0.08794826991868139,0.10164655328645407
851,0.08794785620053344,0.10155885637163424
852,0.08794721806828973,0.10147269863560016
853,0.08794648002898542,0.10138711485717247
854,0.08794573585073838,0.10129936279990293
855,0.08794519821844989,0.10121260982814181
856,0.08794450710491185,0.10112956769762613
857,0.0879437399889292,0.10104214266464914
858,0.08794304827773426,0.10095703175930817
859,0.08794238017582198,0.10087006096465338
860,0.08794184542489794,0.10078531257116848
861,0.08794100421143015,0.10069963729934595
862,0.08793995505176186,0.10061500644953217
863,0.08793954012877538,0.10052803377645389
864,0.08793890747091773,0.10044240440262626
865,0.08793825978760958,0.1003585840483956
866,0.08793739692942175,0.10027502222858933
867,0.0879368037393324,0.10019014261313093
868,0.08793636900016108,0.1001052923937612
869,0.0879358829514591,0.10002234257864158
870,0.08793526585675383,0.09993797094233936
871,0.08793462982233885,0.09985354551534883
872,0.08793376022278905,0.09977050534912146
873,0.08793299371398797,0.0996866333547924
874,0.0879325060769371,0.09960573491139157
875,0.087931968537588,0.099520442016898
876,0.08793135273589833,0.09943873087654857
877,0.08793079158250423,0.09935439893019551
878,0.0879302287573465,0.09927276303780905
879,0.08792940717894707,0.0991901519868115
880,0.08792876605588441,0.0991090661973455
881,0.08792830879328986,0.09902989705714935
882,0.0879276452562584,0.09894602847499563
883,0.0879270572429938,0.09886363721595434
884,0.08792651734128472,0.09878278185026537
885,0.08792567592066072,0.09870242021626771
886,0.08792511129300754,0.09862053233151706
887,0.0879242935746056,0.09854142221299207
888,0.08792380913552991,0.0984610621027775
889,0.08792321911261365,0.09837943776065916
890,0.08792260161312063,0.09829852809263129
891,0.08792227472022003,0.09822059235294482
892,0.08792153142067621,0.09814011521945835
893,0.08792081490711282,0.09806109646208457
894,0.08792032687956122,0.09798127539662368
895,0.08791989142851617,0.0979022901906775
896,0.08791932462914417,0.0978241645851865
897,0.0879187652734832,0.09774447309713383
898,0.087917973952789,0.09766591515397635
899,0.08791746133002515,0.09758805579956216
900,0.08791687120940714,0.0975098456509175
901,0.08791636176556912,0.09743094673399619
902,0.08791574883571925,0.09735534309424199
903,0.08791508192213045,0.09727800812267788
904,0.087914493706472,0.0971988530157389
905,0.08791405825542695,0.09712017090567686
906,0.0879135770786918,0.09704203546691034
907,0.08791321634183816,0.09696558859778084
908,0.08791246976343872,0.09688910176603933
909,0.0879119817311248,0.09681180663416641
910,0.08791131880603728,0.09673493219643592
911,0.0879108341502807,0.09665887666607702
912,0.08791008885537224,0.09658237778835985
913,0.08790960499267607,0.09650843568437503
914,0.08790888709791997,0.09642969350875322
915,0.08790832585158648,0.09635458524671674
916,0.08790784380091045,0.09627674135989003
917,0.08790750845931986,0.09620585304065613
918,0.08790691824576245,0.09612951610964385
919,0.08790630163449731,0.096051693557617
920,0.08790561577167416,0.09597673592628486
921,0.08790515513252226,0.09590062423876637
922,0.08790448674003902,0.09582643770841645
923,0.08790412689617558,0.09575258827534602
924,0.08790359411933883,0.09567623678427777
925,0.08790302980353397,0.09559990717878805
926,0.08790254217600776,0.09552890733651229
927,0.08790205673924971,0.09545467961300547
928,0.08790154400226909,0.0953810517462286
929,0.08790093117711135,0.09530615046100036
930,0.08790051954250516,0.09523106371075045
931,0.08789998181504917,0.09515832629964083
932,0.08789957454769229,0.09508527566000265
933,0.08789898542951893,0.09501166429130203
934,0.08789859998323624,0.09493957711333456
935,0.08789793515795152,0.0948657557606842
936,0.0878975011189012,0.09479316764619483
937,0.0878970148725677,0.0947213532828786
938,0.0878964241447681,0.09464877011647699
939,0.08789627225409556,0.09457774566322463
940,0.08789545147574693,0.09450543697043579
941,0.08789476076223433,0.09443043504731644
942,0.0878944322857472,0.09436252609023528
943,0.08789373758849564,0.09429165766068504
